'Date, 'Time, 'Latitude, 'Longitude, 'SOG, 'COG, 'TWS, 'TWA, 'TWD, 'Comment, 
18/08/2026, 09:22:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 353° M, 01.9, 005° Port, 116° M, , 
18/08/2026, 09:22:50 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 351° M, 04.1, 017° Port, 109° M, , 
18/08/2026, 09:23:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 358° M, 04.4, 015° Port, 119° M, , 
18/08/2026, 09:23:53 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 351° M, 05.2, 036° Stbd, 105° M, , 
18/08/2026, 09:24:10 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 352° M, 04.8, 024° Stbd, 108° M, , 
18/08/2026, 09:24:35 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 353° M, 03.8, 056° Port, 111° M, , 
18/08/2026, 09:25:05 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 356° M, 05.5, 046° Stbd, 112° M, , 
18/08/2026, 09:25:34 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 353° M, 04.2, 027° Port, 114° M, , 
18/08/2026, 09:25:51 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 354° M, 02.7, 048° Stbd, 102° M, , 
18/08/2026, 09:26:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 06.7, 053° Stbd, 103° M, , 
18/08/2026, 09:26:51 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 05.2, 027° Stbd, 110° M, , 
18/08/2026, 09:27:23 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 352° M, 03.3, 032° Port, 103° M, , 
18/08/2026, 09:27:40 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 357° M, 02.4, 058° Port, 105° M, , 
18/08/2026, 09:28:13 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 01.7, 033° Port, 112° M, , 
18/08/2026, 09:28:46 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 353° M, 01.4, 025° Stbd, 105° M, , 
18/08/2026, 09:29:16 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 351° M, 04.2, 035° Stbd, 107° M, , 
18/08/2026, 09:29:49 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 359° M, 04.3, 035° Stbd, 101° M, , 
18/08/2026, 09:30:19 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 02.9, 037° Port, 126° M, , 
18/08/2026, 09:30:49 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 04.8, 011° Stbd, 120° M, , 
18/08/2026, 09:31:14 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 356° M, 03.5, 018° Port, 108° M, , 
18/08/2026, 09:31:44 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 354° M, 00.9, 027° Port, 115° M, , 
18/08/2026, 09:32:12 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 359° M, 03.2, 044° Stbd, 105° M, , 
18/08/2026, 09:32:43 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 354° M, 03.0, 016° Port, 116° M, , 
18/08/2026, 09:33:12 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 350° M, 03.2, 010° Port, 110° M, , 
18/08/2026, 09:33:40 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 358° M, 02.7, 045° Port, 114° M, , 
18/08/2026, 09:34:08 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 357° M, 03.7, 054° Port, 104° M, , 
18/08/2026, 09:34:41 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 357° M, 03.1, 028° Stbd, 109° M, , 
18/08/2026, 09:35:09 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 03.5, 006° Port, 113° M, , 
18/08/2026, 09:35:39 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 359° M, 01.8, 038° Stbd, 099° M, , 
18/08/2026, 09:36:11 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 354° M, 02.9, 034° Stbd, 107° M, , 
18/08/2026, 09:36:42 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 352° M, 02.8, 017° Stbd, 128° M, , 
18/08/2026, 09:37:12 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 350° M, 03.8, 035° Port, 118° M, , 
18/08/2026, 09:37:44 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 354° M, 02.2, 023° Port, 117° M, , 
18/08/2026, 09:38:15 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 351° M, 02.7, 019° Stbd, 116° M, , 
18/08/2026, 09:38:32 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 359° M, 01.9, 031° Stbd, 116° M, , 
18/08/2026, 09:39:04 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 358° M, 04.3, 040° Port, 122° M, , 
18/08/2026, 09:39:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 352° M, 03.2, 026° Stbd, 106° M, , 
18/08/2026, 09:39:51 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 358° M, 04.5, 034° Stbd, 121° M, , 
18/08/2026, 09:40:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 355° M, 03.3, 053° Port, 115° M, , 
18/08/2026, 09:40:51 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 358° M, 02.3, 020° Port, 116° M, , 
18/08/2026, 09:41:24 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 02.7, 055° Stbd, 125° M, , 
18/08/2026, 09:41:55 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 354° M, 04.6, 033° Port, 127° M, , 
18/08/2026, 09:42:25 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 358° M, 03.1, 043° Port, 116° M, , 
18/08/2026, 09:42:56 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 352° M, 02.7, 030° Port, 114° M, , 
18/08/2026, 09:43:25 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 03.1, 025° Stbd, 126° M, , 
18/08/2026, 09:43:55 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 04.2, 051° Stbd, 114° M, , 
18/08/2026, 09:44:25 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 03.6, 025° Stbd, 118° M, , 
18/08/2026, 09:44:55 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 350° M, 01.9, 020° Port, 132° M, , 
18/08/2026, 09:45:25 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 02.5, 009° Port, 119° M, , 
18/08/2026, 09:45:50 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 01.4, 025° Port, 120° M, , 
18/08/2026, 09:46:19 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 359° M, 02.7, 044° Port, 117° M, , 
18/08/2026, 09:46:49 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 353° M, 02.6, 040° Port, 113° M, , 
18/08/2026, 09:47:18 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 357° M, 00.6, 066° Stbd, 121° M, , 
18/08/2026, 09:47:46 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 357° M, 01.6, 043° Port, 109° M, , 
18/08/2026, 09:48:16 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 359° M, 03.0, 020° Port, 105° M, , 
18/08/2026, 09:48:46 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 351° M, 02.1, 006° Port, 116° M, , 
18/08/2026, 09:49:14 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 354° M, 03.6, 005° Port, 124° M, , 
18/08/2026, 09:49:42 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 352° M, 04.5, 029° Port, 115° M, , 
18/08/2026, 09:49:59 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 350° M, 02.4, 057° Port, 124° M, , 
18/08/2026, 09:50:27 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 358° M, 04.3, 021° Port, 115° M, , 
18/08/2026, 09:51:00 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 352° M, 02.5, 027° Stbd, 119° M, , 
18/08/2026, 09:51:25 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 352° M, 02.8, 030° Stbd, 134° M, , 
18/08/2026, 09:51:54 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 351° M, 03.4, 028° Stbd, 131° M, , 
18/08/2026, 09:52:27 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 355° M, 03.0, 013° Port, 129° M, , 
18/08/2026, 09:52:57 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 350° M, 02.6, 046° Port, 113° M, , 
18/08/2026, 09:53:27 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 05.1, 003° Port, 120° M, , 
18/08/2026, 09:53:55 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 358° M, 04.6, 036° Stbd, 132° M, , 
18/08/2026, 09:54:27 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 358° M, 03.9, 038° Stbd, 112° M, , 
18/08/2026, 09:54:57 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 357° M, 03.9, 035° Port, 110° M, , 
18/08/2026, 09:55:27 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 350° M, 04.5, 039° Port, 133° M, , 
18/08/2026, 09:55:55 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 350° M, 05.1, 040° Port, 121° M, , 
18/08/2026, 09:56:25 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 04.3, 049° Port, 122° M, , 
18/08/2026, 09:56:55 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 355° M, 04.0, 087° Stbd, 103° M, , 
18/08/2026, 09:57:28 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 358° M, 06.1, 063° Port, 130° M, , 
18/08/2026, 09:57:58 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 359° M, 04.7, 034° Port, 119° M, , 
18/08/2026, 09:58:27 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 350° M, 04.5, 011° Port, 117° M, , 
18/08/2026, 09:58:59 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 354° M, 06.5, 020° Stbd, 126° M, , 
18/08/2026, 09:59:29 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 357° M, 02.8, 025° Stbd, 108° M, , 
18/08/2026, 10:00:00 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 356° M, 05.4, 021° Stbd, 114° M, , 
18/08/2026, 10:00:30 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 357° M, 03.8, 038° Port, 137° M, , 
18/08/2026, 10:01:00 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 352° M, 03.8, 048° Stbd, 123° M, , 
18/08/2026, 10:01:28 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 357° M, 04.7, 018° Port, 114° M, , 
18/08/2026, 10:01:53 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 359° M, 04.5, 001° Port, 121° M, , 
18/08/2026, 10:02:10 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 357° M, 02.9, 016° Port, 118° M, , 
18/08/2026, 10:02:27 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 355° M, 05.8, 054° Stbd, 127° M, , 
18/08/2026, 10:02:57 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 358° M, 03.6, 041° Stbd, 124° M, , 
18/08/2026, 10:03:29 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 353° M, 05.6, 043° Port, 126° M, , 
18/08/2026, 10:03:59 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 04.6, 045° Port, 131° M, , 
18/08/2026, 10:04:30 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 353° M, 08.0, 008° Port, 122° M, , 
18/08/2026, 10:05:01 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 05.6, 026° Port, 121° M, , 
18/08/2026, 10:05:18 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 357° M, 06.7, 031° Stbd, 123° M, , 
18/08/2026, 10:05:43 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 06.1, 029° Stbd, 127° M, , 
18/08/2026, 10:06:16 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 353° M, 08.0, 000° Port, 126° M, , 
18/08/2026, 10:06:47 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 352° M, 07.4, 014° Port, 128° M, , 
18/08/2026, 10:07:17 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 356° M, 06.9, 003° Port, 118° M, , 
18/08/2026, 10:07:47 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 352° M, 06.6, 017° Port, 118° M, , 
18/08/2026, 10:08:12 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 07.3, 037° Stbd, 126° M, , 
18/08/2026, 10:08:44 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 358° M, 07.3, 027° Stbd, 127° M, , 
18/08/2026, 10:09:14 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 351° M, 06.3, 063° Stbd, 123° M, , 
18/08/2026, 10:09:47 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 355° M, 08.1, 065° Stbd, 115° M, , 
18/08/2026, 10:10:18 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 357° M, 06.3, 040° Port, 119° M, , 
18/08/2026, 10:10:49 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 353° M, 07.4, 048° Stbd, 124° M, , 
18/08/2026, 10:11:19 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 352° M, 08.4, 018° Stbd, 124° M, , 
18/08/2026, 10:11:48 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 355° M, 07.8, 040° Port, 120° M, , 
18/08/2026, 10:12:16 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 356° M, 06.7, 014° Stbd, 130° M, , 
18/08/2026, 10:12:45 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 352° M, 07.0, 005° Port, 142° M, , 
18/08/2026, 10:13:18 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 09.5, 040° Port, 124° M, , 
18/08/2026, 10:13:51 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 355° M, 07.2, 029° Port, 129° M, , 
18/08/2026, 10:14:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 07.9, 041° Port, 129° M, , 
18/08/2026, 10:14:51 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 358° M, 08.9, 010° Stbd, 124° M, , 
18/08/2026, 10:15:21 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 08.7, 051° Port, 132° M, , 
18/08/2026, 10:15:51 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 353° M, 05.8, 029° Stbd, 131° M, , 
18/08/2026, 10:16:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 358° M, 08.9, 041° Stbd, 131° M, , 
18/08/2026, 10:16:52 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 356° M, 08.8, 034° Port, 136° M, , 
18/08/2026, 10:17:22 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 09.7, 043° Stbd, 120° M, , 
18/08/2026, 10:17:53 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 356° M, 06.2, 031° Port, 130° M, , 
18/08/2026, 10:18:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 353° M, 07.7, 027° Stbd, 132° M, , 
18/08/2026, 10:18:46 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 351° M, 06.8, 062° Port, 133° M, , 
18/08/2026, 10:19:18 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 350° M, 09.9, 026° Stbd, 143° M, , 
18/08/2026, 10:19:50 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 353° M, 08.1, 064° Port, 123° M, , 
18/08/2026, 10:20:15 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 09.1, 050° Port, 128° M, , 
18/08/2026, 10:20:47 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 358° M, 06.2, 028° Stbd, 128° M, , 
18/08/2026, 10:21:12 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 356° M, 07.7, 026° Port, 135° M, , 
18/08/2026, 10:21:42 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 350° M, 08.0, 023° Port, 119° M, , 
18/08/2026, 10:22:10 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 09.4, 025° Port, 134° M, , 
18/08/2026, 10:22:40 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 355° M, 10.3, 030° Port, 125° M, , 
18/08/2026, 10:23:11 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 352° M, 10.2, 029° Stbd, 121° M, , 
18/08/2026, 10:23:41 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 353° M, 08.4, 050° Port, 127° M, , 
18/08/2026, 10:24:09 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 359° M, 10.4, 033° Stbd, 133° M, , 
18/08/2026, 10:24:39 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 08.8, 027° Port, 138° M, , 
18/08/2026, 10:25:12 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 359° M, 09.5, 042° Port, 125° M, , 
18/08/2026, 10:25:42 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 358° M, 10.7, 037° Stbd, 126° M, , 
18/08/2026, 10:26:12 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 352° M, 07.4, 049° Port, 134° M, , 
18/08/2026, 10:26:44 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 351° M, 07.4, 039° Stbd, 129° M, , 
18/08/2026, 10:27:15 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 354° M, 09.4, 049° Stbd, 119° M, , 
18/08/2026, 10:27:43 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 355° M, 08.4, 047° Stbd, 131° M, , 
18/08/2026, 10:28:13 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 353° M, 10.5, 047° Stbd, 136° M, , 
18/08/2026, 10:28:43 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 351° M, 08.2, 024° Port, 131° M, , 
18/08/2026, 10:29:16 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 07.3, 041° Stbd, 129° M, , 
18/08/2026, 10:29:45 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 357° M, 08.4, 056° Stbd, 135° M, , 
18/08/2026, 10:30:18 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 355° M, 09.0, 046° Port, 128° M, , 
18/08/2026, 10:30:48 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 357° M, 08.0, 027° Port, 136° M, , 
18/08/2026, 10:31:13 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 352° M, 07.8, 050° Stbd, 139° M, , 
18/08/2026, 10:31:43 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 352° M, 08.0, 031° Port, 138° M, , 
18/08/2026, 10:32:15 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 08.4, 026° Stbd, 140° M, , 
18/08/2026, 10:32:43 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 356° M, 07.6, 017° Port, 132° M, , 
18/08/2026, 10:33:08 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 09.2, 035° Port, 127° M, , 
18/08/2026, 10:33:38 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 350° M, 06.6, 020° Port, 133° M, , 
18/08/2026, 10:34:10 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 351° M, 07.8, 054° Port, 145° M, , 
18/08/2026, 10:34:40 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 356° M, 09.0, 024° Port, 130° M, , 
18/08/2026, 10:35:13 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 10.1, 034° Port, 132° M, , 
18/08/2026, 10:35:43 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 07.6, 010° Stbd, 138° M, , 
18/08/2026, 10:36:13 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 357° M, 06.5, 013° Stbd, 140° M, , 
18/08/2026, 10:36:46 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 357° M, 08.3, 038° Port, 126° M, , 
18/08/2026, 10:37:16 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 06.6, 030° Stbd, 136° M, , 
18/08/2026, 10:37:45 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 355° M, 07.8, 031° Stbd, 151° M, , 
18/08/2026, 10:38:13 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 359° M, 07.9, 049° Port, 135° M, , 
18/08/2026, 10:38:43 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 05.7, 042° Port, 136° M, , 
18/08/2026, 10:39:00 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 357° M, 06.9, 037° Stbd, 139° M, , 
18/08/2026, 10:39:29 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 351° M, 06.7, 057° Port, 137° M, , 
18/08/2026, 10:39:59 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 354° M, 07.6, 026° Port, 127° M, , 
18/08/2026, 10:40:29 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 07.8, 032° Port, 125° M, , 
18/08/2026, 10:40:59 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 359° M, 07.5, 043° Port, 138° M, , 
18/08/2026, 10:41:31 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 351° M, 08.0, 016° Stbd, 140° M, , 
18/08/2026, 10:42:01 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 359° M, 08.6, 041° Stbd, 141° M, , 
18/08/2026, 10:42:31 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 357° M, 08.4, 043° Stbd, 129° M, , 
18/08/2026, 10:43:01 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 355° M, 08.1, 031° Port, 131° M, , 
18/08/2026, 10:43:32 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 351° M, 06.3, 030° Port, 154° M, , 
18/08/2026, 10:44:00 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 359° M, 06.4, 050° Port, 154° M, , 
18/08/2026, 10:44:28 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 04.4, 006° Stbd, 142° M, , 
18/08/2026, 10:44:53 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 358° M, 07.2, 057° Stbd, 135° M, , 
18/08/2026, 10:45:10 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 355° M, 06.1, 037° Port, 139° M, , 
18/08/2026, 10:45:35 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 353° M, 05.6, 009° Port, 132° M, , 
18/08/2026, 10:46:07 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 359° M, 07.4, 013° Stbd, 143° M, , 
18/08/2026, 10:46:40 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 358° M, 07.2, 041° Port, 149° M, , 
18/08/2026, 10:47:11 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 351° M, 07.0, 044° Port, 146° M, , 
18/08/2026, 10:47:39 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 351° M, 09.6, 031° Port, 136° M, , 
18/08/2026, 10:48:10 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 359° M, 06.4, 024° Port, 143° M, , 
18/08/2026, 10:48:27 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 359° M, 08.8, 031° Stbd, 152° M, , 
18/08/2026, 10:48:58 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 356° M, 06.6, 045° Stbd, 137° M, , 
18/08/2026, 10:49:26 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 356° M, 07.1, 006° Port, 146° M, , 
18/08/2026, 10:49:56 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 353° M, 04.7, 043° Stbd, 141° M, , 
18/08/2026, 10:50:26 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 359° M, 05.9, 030° Stbd, 144° M, , 
18/08/2026, 10:50:58 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 356° M, 06.8, 040° Stbd, 143° M, , 
18/08/2026, 10:51:30 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 06.4, 031° Port, 148° M, , 
18/08/2026, 10:51:47 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 355° M, 08.2, 029° Port, 133° M, , 
18/08/2026, 10:52:16 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 358° M, 05.9, 020° Stbd, 150° M, , 
18/08/2026, 10:52:49 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 357° M, 06.9, 037° Stbd, 131° M, , 
18/08/2026, 10:53:19 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 354° M, 06.5, 050° Port, 146° M, , 
18/08/2026, 10:53:36 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 352° M, 06.8, 026° Stbd, 152° M, , 
18/08/2026, 10:54:04 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 350° M, 06.8, 049° Port, 148° M, , 
18/08/2026, 10:54:35 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 357° M, 06.3, 017° Stbd, 139° M, , 
18/08/2026, 10:55:05 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 351° M, 06.7, 047° Stbd, 138° M, , 
18/08/2026, 10:55:35 UTC, 38° 19.080' N, 026° 41.698' E, - - - - -, - - - - -, 06.5, 028° Stbd, 142° M, , 
18/08/2026, 10:56:05 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 351° M, 07.3, 034° Port, 140° M, , 
18/08/2026, 10:56:22 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 356° M, 07.6, 038° Stbd, 145° M, , 
18/08/2026, 10:56:52 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 355° M, 04.1, 043° Stbd, 142° M, , 
18/08/2026, 10:57:22 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 352° M, 06.9, 046° Port, 154° M, , 
18/08/2026, 10:57:50 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 354° M, 06.7, 052° Port, 148° M, , 
18/08/2026, 10:58:22 UTC, 38° 19.080' N, 026° 41.698' E, 00.0, 355° M, 05.6, 012° Stbd, 146° M, , 
18/08/2026, 10:58:52 UTC, 38° 19.080' N, 026° 41.698' E, 00.2, 352° M, 06.7, 069° Stbd, 146° M, , 
18/08/2026, 10:59:21 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 07.9, 033° Stbd, 149° M, , 
18/08/2026, 10:59:51 UTC, 38° 19.080' N, 026° 41.698' E, 00.3, 352° M, 04.9, 035° Port, 147° M, , 
18/08/2026, 11:00:08 UTC, 38° 19.080' N, 026° 41.698' E, 00.1, 350° M, 08.1, 022° Stbd, 134° M, , 
